1;img/z11/1.png;На рисунке — схема дорог, связывающих города А, Б, В, Г, Д, Е, Ж и К. По каждой дороге можно двигаться только в одном направлении, указанном стрелкой. Сколько существует различных путей из города А в город К?; 7;{n}Начнем считать количество путей с конца маршрута — с города К. Пусть NX — количество различных путей из города А в город X, N — общее число путей.{n} {n}В К можно приехать из Е, В, Г или Ж, поэтому N = NК = NЕ + NВ + N Г + NЖ (*).{n} {n}Аналогично:{n} {n}NЕ = NБ + NВ = 1 + 1 = 2.{n}NЖ = NД = 1.  {n}NВ = NА = 1.{n}NГ = NВ + NА + NД = 1 + 1 + 1 = 3.{n}NД = NА = 1.{n}NБ = NА = 1.{n} {n}Подставим найденные значения в формулу (*): N = 2 + 1 + 3 + 1 = 7.{n}
2;img/z11/2.png;На рисунке — схема дорог, связывающих города А, Б, В, Г, Д, Е, Ж и К. По каждой дороге можно двигаться только в одном направлении, указанном стрелкой. Сколько существует различных путей из города А в город К?; 8;{n}Начнем считать количество путей с конца маршрута — с города К. Пусть NX — количество различных путей из города А в город X, N — общее число путей.{n} {n}В К можно приехать из Е, В, Г или Ж, поэтому N = NК = NЕ + NВ + N Г + NЖ (*).{n} {n}Аналогично:{n} {n}NЕ = NБ + NВ = 1 + 2 = 3.{n}NЖ = NД = 1.  {n}NВ = NА + NБ = 1 + 1 = 2.{n}NГ = NА + NД = 1 + 1 = 2.{n}NД = NА = 1.{n}NБ = NА = 1.{n} {n}Подставим в формулу (*): N = 3 + 2 + 2 + 1 = 8.{n}
3;img/z11/3.png;На рисунке — схема дорог, связывающих города А, Б, В, Г, Д, Е, Ж и К. По каждой дороге можно двигаться только в одном направлении, указанном стрелкой. Сколько существует различных путей из города А в город К?; 10;{n}Начнем считать количество путей с конца маршрута — с города К. Пусть NX — количество различных путей из города А в город X, N — общее число путей.{n} {n}В К можно приехать из Е, В, Г или Ж, поэтому N = NК = NЕ + NВ + N Г + NЖ (*).{n} {n}Аналогично:{n} {n}NЕ = NБ = 1.{n}NВ = NБ + NА = 1 + 1 = 2.  {n}NГ = NА + NВ = 1 + 2 = 3.{n}NЖ = NГ + NД = 3 + 1 = 4.{n}NД = NА = 1.{n}NБ = NА = 1.{n} {n}Подставим в формулу (*): N = 1 + 2 + 3 + 4 = 10.{n}
4;img/z11/4.png;На рисунке — схема дорог, связывающих города А, Б, В, Г, Д, Е, Ж и К. По каждой дороге можно двигаться только в одном направлении, указанном стрелкой. Сколько существует различных путей из города А в город К?; 9;{n}Начнем считать количество путей с конца маршрута — с города К. Пусть NX — количество различных путей из города А в город X, N — общее число путей.{n} {n}В К можно приехать из Е, В или Ж, поэтому N = NК = NЕ + NВ + NЖ (*).{n} {n}Аналогично:{n} {n}NЕ = NБ + NВ = 1 + 2 = 3.{n}NВ = NБ + NА = 1 + 1 = 2.  {n}NЖ = NГ + NД = 3 + 1 = 4.{n}NГ = NА + NВ = 1 + 2 = 3.{n}NД = NА = 1.{n}NБ = NА = 1.{n} {n}Подставим в формулу (*): N = 3 + 2 + 4 = 9.{n}
5;img/z11/5.png;На рисунке — схема дорог, связывающих города А, Б, В, Г, Д, Е, Ж и К. По каждой дороге можно двигаться только в одном направлении, указанном стрелкой. Сколько существует различных путей из города А в город К?; 8;{n}Начнем считать количество путей с конца маршрута — с города К. Пусть NX — количество различных путей из города А в город X, N — общее число путей.{n} {n}В К можно приехать из Е, Г или Ж, поэтому N = NК = NЕ + NГ + NЖ (*).{n} {n}Аналогично:{n} {n}NЕ = NБ + NВ = 1 + 2 = 3.{n}NГ = NА + NД = 1 + 1 = 2.  {n}NЖ = NГ + NД = 2 + 1 = 3.{n}NВ = NА + NБ = 1 + 1 = 2.{n}NБ = NА = 1.{n}NД = NА = 1.{n} {n}Подставим в формулу (*): N = 3 + 2 + 3 = 8.{n}
6;img/z11/6.png;На рисунке — схема дорог, связывающих города А, Б, В, Г, Д, Е, Ж и К. По каждой дороге можно двигаться только в одном направлении, указанном стрелкой. Сколько существует различных путей из города А в город К?; 8;{n}Начнем считать количество путей с конца маршрута — с города К. Пусть NX — количество различных путей из города А в город X, N — общее число путей.{n} {n}В К можно приехать из Е, Г или Ж, поэтому N = NК = NЕ + NГ + NЖ (*).{n} {n}Аналогично:{n} {n}NЕ = NБ + NВ = 1 + 2 = 3.{n}NВ = NА + NБ = 1 + 1 = 2.  {n}NЖ = NГ + NД = 2 + 1 = 3.{n}NБ = NА = 1.{n}NГ = NА + NД = 1 + 1 = 2.{n}NД = NА = 1.{n} {n}Подставим в формулу (*): N = 3 + 2 + 3 = 8.{n}
7;img/z11/7.png;На рисунке — схема дорог, связывающих города А, Б, В, Г, Д, Е, Ж и К. По каждой дороге можно двигаться только в одном направлении, указанном стрелкой. Сколько существует различных путей из города А в город К?; 10;{n}Начнем считать количество путей с конца маршрута — с города К. Пусть NX — количество различных путей из города А в город X, N — общее число путей.{n} {n}В К можно приехать из Е, Г или Ж, поэтому N = NК = NЕ + NГ + NЖ (*).{n} {n}Аналогично:{n} {n}NЕ = NБ + NВ = 1 + 2 = 3.{n}NГ = NА + NВ = 1 + 2 = 3.  {n}NЖ = NГ + NД = 3 + 1 = 4.{n}NБ = NА = 1.{n}NВ = NА + NБ = 1 + 1 = 2.{n}NД = NА = 1.{n} {n}Подставим в формулу (*): N = 3 + 3 + 4 = 10.{n}
8;img/z11/8.png;На рисунке — схема дорог, связывающих города А, Б, В, Г, Д, Е, Ж и К. По каждой дороге можно двигаться только в одном направлении, указанном стрелкой. Сколько существует различных путей из города А в город К?; 8;{n}Начнем считать количество путей с конца маршрута — с города К. Пусть NX — количество различных путей из города А в город X, N — общее число путей.{n} {n}В К можно приехать из Е, В, или Ж, поэтому N = NК = NЕ + NВ + NЖ (*).{n} {n}Аналогично:{n} {n}NЕ = NБ + NВ = 1 + 2 = 3.{n}NВ = NА + NБ = 1 + 1 = 2.  {n}NЖ = NГ + NД = 2 + 1 = 3.{n}NБ = NА = 1.{n}NГ = NА + NД = 1 + 1 = 2.{n}NД = NА = 1.{n} {n}Подставим в формулу (*): N = 3 + 2 + 3 = 8.{n}
9;img/z11/9.png;На рисунке — схема дорог, связывающих города А, Б, В, Г, Д, Е, Ж и К. По каждой дороге можно двигаться только в одном направлении, указанном стрелкой. Сколько существует различных путей из города А в город К?; 9;{n}Начнем считать количество путей с конца маршрута — с города К. Пусть NX — количество различных путей из города А в город X, N — общее число путей.{n} {n}В К можно приехать из Е, Г или Ж, поэтому N = NК = NЕ + NГ + NЖ (*).{n} {n}Аналогично:{n} {n}NЕ = NБ + NВ = 1 + 1 = 2.{n}NГ = NВ + NА + NД = 1 + 1 + 1 = 3.  {n}NЖ = NГ + NД = 3 + 1 = 4.{n}NБ = NА = 1.{n}NВ = NА = 1.{n}NД = NА = 1.{n} {n}Подставим в формулу (*): N = 2 + 3 + 4 = 9.{n}
10;img/z11/10.png;На рисунке — схема дорог, связывающих города А, Б, В, Г, Д, Е, Ж и К. По каждой дороге можно двигаться только в одном направлении, указанном стрелкой. Сколько существует различных путей из города А в город К?; 10;{n}Начнем считать количество путей с конца маршрута — с города К. Пусть NX — количество различных путей из города А в город X, N — общее число путей.{n} {n}В К можно приехать из Е, В, Г или Ж, поэтому N = NК = NЕ + NВ + NГ + NЖ (*).{n} {n}Аналогично:{n} {n}NЕ = NБ + NВ = 1 + 2 = 3.{n}NВ = NА + NБ = 1 + 1 = 2.  {n}NЖ = NД = 1.{n}NБ = NА = 1.{n}NГ = NА + NВ +NД = 1 + 2 + 1 = 4.{n}NД = NА = 1.{n} {n}Подставим в формулу (*): N = 3 + 2 + 4 + 1 = 10.{n}
