1;Доступ к файлу slon.txt, находящемуся на сервере circ.org, осуществляется по протоколу http. Фрагменты адреса файла закодированы буквами от А до Ж. Запишите последовательность этих букв, кодирующую адрес указанного файла в сети Интернет.{n} {n}A)	.txt {n}Б)	://{n}B)	http {n}Г)	circ{n}Д) /{n}Е) .org {n}Ж) slon{n}{n}; ВБГЕДЖА;{n}Напомним, как формируется адрес в сети Интернет. Сначала указывается протокол (как правило это «ftp» или «http»), потом «://», потом сервер, затем «/», название файла указывается в конце. Таким образом, адрес будет следующим: http://circ.org/slon.txt. Следовательно, ответ ВБГЕДЖА.{n}
2;Доступ к файлу tiger.doc, находящемуся на сервере zoo.org, осуществляется по протоколу http. Фрагменты адреса файла закодированы буквами от А до Ж. Запишите последовательность этих букв, кодирующую адрес указанного файла в сети Интернет.{n} {n}A)	.doc {n}Б) zoo{n}B)	/ {n}Г) :// {n}Д) tiger {n}Е) .org {n}Ж) http{n}{n}; ЖГБЕВДА;{n}Напомним, как формируется адрес в сети Интернет. Сначала указывается протокол (как правило это «ftp» или «http»), потом «://», потом сервер, затем «/», название файла указывается в конце. Таким образом, адрес будет следующим: http://zoo.org/tiger.doc. Следовательно, ответ ЖГБЕВДА .{n}
3;Доступ к файлу start.exe, находящемуся на сервере game.com, осуществляется по протоколу http. Фрагменты адреса файла закодированы буквами от А до Ж. Запишите последовательность этих букв, кодирующую адрес указанного файла в сети Интернет.{n} {n}A)	start {n}Б)	/{n}B)	.ехе {n}Г)	http {n}Д)	game{n}Е) .com {n}Ж) ://{n}{n}; ГЖДЕБАВ;{n}Напомним, как формируется адрес в сети Интернет. Сначала указывается протокол (как правило это «ftp» или «http»), потом «://», потом сервер, затем «/», название файла указывается в конце. Таким образом, адрес будет следующим: http://game.com/start.exe. Следовательно, ответ ГЖДЕБАВ.{n}
4;Доступ к файлу doc.htm, находящемуся на сервере site.com, осуществляется по протоколу http. Фрагменты адреса файла закодированы буквами от А до Ж. Запишите последовательность этих букв, кодирующую адрес указанного файла в сети Интернет.{n} {n}A)	site {n}Б) ://{n}B)	doc {n}Г) /{n}Д) .htm {n}Е) .com {n}Ж) http{n}{n}; ЖБАЕГВД;{n}Напомним, как формируется адрес в сети Интернет. Сначала указывается протокол (как правило это «ftp» или «http»), потом «://», потом сервер, затем «/», название файла указывается в конце. Таким образом, адрес будет следующим: http://site.com/doc.htm. Следовательно, ответ ЖБАЕГВД.{n}
5;Доступ к файлу book.txt, находящемуся на сервере bibl.ru, осуществляется по протоколу http. Фрагменты адреса файла закодированы буквами от А до Ж. Запишите последовательность этих букв, кодирующую адрес указанного файла в сети Интернет.{n} {n}A)	://{n}Б) book.{n}B)	bibl {n}Г) txt{n}Д) .ru{n}Е) http {n}Ж)/{n}{n}; ЕАВДЖБГ;{n}Напомним, как формируется адрес в сети Интернет. Сначала указывается протокол (как правило это «ftp» или «http»), потом «://», потом сервер, затем «/», название файла указывается в конце. Таким образом, адрес будет следующим: http://bibl.ru/book.txt. Следовательно, ответ ЕАВДЖБГ.{n}
6;Доступ к файлу img.bmp, находящемуся на сервере pic.kz, осуществляется по протоколу http. Фрагменты адреса файла закодированы буквами от А до Ж. Запишите последовательность этих букв, кодирующую адрес указанного файла в сети Интернет.{n} {n}A)	img {n}Б) /{n}B)	kz {n}Г) ://{n}Д) http{n}Е) .bmp {n}Ж) pic.{n}{n}; ДГЖВБАЕ;{n}Напомним, как формируется адрес в сети Интернет. Сначала указывается протокол (как правило это «ftp» или «http»), потом «://», потом сервер, затем «/», название файла указывается в конце. Таким образом, адрес будет следующим: http://pic.kz/img.bmp. Следовательно, ответ ДГЖВБАЕ.{n}
7;Доступ к файлу name.gif, находящемуся на сервере jour.com, осуществляется по протоколу ftp. Фрагменты адреса файла закодированы буквами от А до Ж. Запишите последовательность этих букв, кодирующую адрес указанного файла в сети Интернет.{n} {n}A)	.com {n}Б) ftp{n}B)	jour{n}Г) /{n}Д) ://{n}Е) .gif {n}Ж) name{n}{n}; БДВАГЖЕ;{n}Напомним, как формируется адрес в сети Интернет. Сначала указывается протокол (как правило это «ftp» или «http»), потом «://», потом сервер, затем «/», название файла указывается в конце. Таким образом, адрес будет следующим: ftp://jour.com/name.gif. Следовательно, ответ БДВАГЖЕ.{n}
8;Доступ к файлу spis.htm, находящемуся на сервере sch.net, осуществляется по протоколу ftp. Фрагменты адреса файла закодированы буквами от А до Ж. Запишите последовательность этих букв, кодирующую адрес указанного файла в сети Интернет.{n} {n}A)	:// {n}Б) spis{n}B)	.net {n}Г) .htm{n}Д) ftp{n}Е) sch {n}Ж)/{n}{n}; ДАЕВЖБГ;{n}Напомним, как формируется адрес в сети Интернет. Сначала указывается протокол (как правило это «ftp» или «http»), потом «://», потом сервер, затем «/», название файла указывается в конце. Таким образом, адрес будет следующим: ftp://sch.net/spis.htm. Следовательно, ответ ДАЕВЖБГ.{n}
9;Доступ к файлу color.gif, находящемуся на сервере box.net, осуществляется по протоколу ftp. Фрагменты адреса файла закодированы буквами от А до Ж. Запишите последовательность этих букв, кодирующую адрес указанного файла в сети Интернет.{n} {n}A) ftp {n}Б)  /{n}B) box. {n}Г) color {n}Д) net {n}Е) .gif {n}Ж) ://{n}{n}; АЖВДБГЕ;{n}Напомним, как формируется адрес в сети Интернет. Сначала указывается протокол (как правило это «ftp» или «http»), потом «://», потом сервер, затем «/», название файла указывается в конце. Таким образом, адрес будет следующим: ftp://box.net/color.gif. Следовательно, ответ АЖВДБГЕ.{n}
10;Доступ к файлу test.xls, находящемуся на сервере school.org, осуществляется по протоколу ftp. Фрагменты адреса файла закодированы буквами от А до Ж. Запишите последовательность этих букв, кодирующую адрес указанного файла в сети Интернет.{n} {n}A) test {n}Б) school{n}B) / {n}Г) ://{n}Д) .org{n}Е) .xls {n}Ж) ftp{n}{n}; ЖГБДВАЕ;{n}Напомним, как формируется адрес в сети Интернет. Сначала указывается протокол (как правило это «ftp» или «http»), потом «://», потом сервер, затем «/», название файла указывается в конце. Таким образом, адрес будет следующим: ftp://school.org/test.xls. Следовательно, ответ ЖГБДВАЕ.{n}
