1;img/z12/1.png;Ниже в табличной форме представлен фрагмент базы данных «Отправление поездов дальнего следования»:;Сколько записей в данном фрагменте удовлетворяют условию {n}(Категория поезда = «скорый») ИЛИ (Вокзал = «Павелецкий»)?{n}; 9;{n}Логическое «ИЛИ» истинно тогда, когда истиннo хотя бы одно высказывание. Следовательно, подходят и варианты, в которых поезд «скорый», и те, в которых вокзал «Павелецкий». Таких вариантов 9.{n}
2;img/z12/2.png;Ниже в табличной форме представлен фрагмент базы данных «Отправление поездов дальнего следования»:;Сколько записей в данном фрагменте удовлетворяют условию {n}(Категория поезда = «скорый») ИЛИ (Вокзал = «Казанский»)? {n}; 10;{n}Логическое «ИЛИ» истинно тогда, когда истинны хотя бы одно высказывание. Следовательно, подходят варианты, в которых поезд «скорый» или вокзал — «Казанский». Таких вариантов 10.{n}
3;img/z12/3.png;Ниже в табличной форме представлен фрагмент базы данных «Отправление поездов дальнего следования»:;Сколько записей в данном фрагменте удовлетворяют условию{n}; 9;{n}Логическое «ИЛИ» истинно тогда, когда истинны хотя бы одно высказывание. Следовательно, подходят варианты, в которых поезд «скорый» и в которых вокзал «Белорусский». Таких вариантов 9.{n}
4;img/z12/4.png;Ниже в табличной форме представлен фрагмент базы данных «Отправление поездов дальнего следования»:;Сколько записей в данном фрагменте удовлетворяют условию {n}(Категория поезда = «пассажирский») ИЛИ (Вокзал = «Белорусский»)?{n}; 4;{n}Логическое «ИЛИ» истинно тогда, когда истинны хотя бы одно высказывание. Следовательно, подходят варианты, в которых поезд «пассажирский» и в которых вокзал «Белорусский». Таких вариантов 4.{n}
5;img/z12/5.png;Ниже в табличной форме представлен фрагмент базы данных «Отправление поездов дальнего следования»:;Сколько записей в данном фрагменте удовлетворяют условию {n}(Категория поезда = «фирменный») ИЛИ (Вокзал = «Казанский»)? {n}В ответе укажите одно число — искомое количество записей.{n}; 5;{n}Логическое «ИЛИ» истинно тогда, когда истинны хотя бы одно высказывание. Следовательно, подходят варианты, в которых поезд «фирменный» и в которых вокзал «Казанский». Таких вариантов 5.{n}
6;img/z12/6.png;Ниже в табличной форме представлен фрагмент базы данных «Отправление поездов дальнего следования»:;Сколько записей в данном фрагменте удовлетворяют условию {n}(Категория поезда = «скорый») ИЛИ (Вокзал = «Ярославский»)?{n}; 9;{n}Логическое «ИЛИ» истинно тогда, когда истинно хотя бы одно высказывание. Следовательно, подходят варианты, в которых поезд «скорый» или вокзал — «Ярославский». Таких вариантов 9.{n}
7;img/z12/7.png;Ниже в табличной форме представлен фрагмент базы данных «Отправление поездов дальнего следования»:;Сколько записей в данном фрагменте удовлетворяют условию {n}(Категория поезда = «пассажирский») ИЛИ (Вокзал = «Белорусский»)?{n}; 8;{n}Логическое «ИЛИ» истинно тогда, когда истинны хотя бы одно высказывание. Следовательно, подходят варианты, в которых поезд «пассажирский» и в которых вокзал «Белорусский». Таких вариантов 8.{n}
8;img/z12/8.png;Ниже в табличной форме представлен фрагмент базы данных «Отправление поездов дальнего следования»:;Сколько записей в данном фрагменте удовлетворяют условию {n}(Категория поезда = «скорый») И (Время в пути > 40:00)? {n}В ответе укажите одно число — искомое количество записей.{n}; 3;{n}Логическое «И» истинно тогда, когда истинны оба высказывания. Следовательно, условию удовлетворяют те строки таблицы, в которых скорый поезд находится в пути более 40 часов. Таких вариантов три: поезда в Бийск, Бишкек и Варну.{n}
9;img/z12/9.png;Ниже в табличной форме представлен фрагмент базы данных «Отправление поездов дальнего следования»:;Сколько записей в данном фрагменте удовлетворяют условию {n}(Категория поезда = «пассажирский») И (Время в пути > 30:00)?{n}; 3;{n}Логическое «И» истинно тогда, когда истинны оба высказывание. Следовательно, подходят варианты, в которых поезд «пассажирский» и вокзал «Время в пути > 30.00». Таких вариантов 3.{n}
10;img/z12/10.png;Ниже в табличной форме представлен фрагмент базы данных «Отправление поездов дальнего следования»:;Сколько записей в данном фрагменте удовлетворяют условию {n}(Категория поезда = «скорый») И (Время в пути < 60:00)? {n}В ответе укажите одно число — искомое количество записей.{n}; 6;{n}Логическое «И» истинно тогда, когда истинны оба высказывание. Следовательно, подходят варианты, в которых поезд «скорый» и вокзал «Время в пути < 60.00». Таких вариантов 6.{n}
